Hugo_Symbol,BAG1,BCL2,BIRC5,CCNB1,ERBB2,ESR1,GRB7,MKI67,MMP11,MYBL2,PGR
TCGA-D8-A1JU-01,-0.3045,0.5508,-3.4119,-2.2855,-0.1198,0.6433,-0.9114,-2.6618,0.3513,-2.6349,0.1513
TCGA-D8-A1X5-01,-1.3352,0.3354,-0.4297,-0.5288,1.6375,0.9725,1.4438,-0.8725,0.6083,-0.4017,-0.1718
TCGA-D8-A1X6-01,2.376,1.0421,-0.0635,0.847,-0.4215,0.8811,-0.1998,-0.1185,-1.3565,-0.6823,1.2676
TCGA-D8-A1X7-01,0.095,-0.666,-0.0669,-0.7154,-1.4639,0.8567,-0.3632,0.0455,-0.2769,-0.6259,1.3737
TCGA-D8-A1X8-01,0.7105,0.6776,-0.4214,-0.3225,0.1435,1.1228,-1.0358,-0.0331,-0.5661,-0.6728,0.3046
TCGA-D8-A1X9-01,0.746,0.382,0.1246,-0.0582,0.4157,0.8479,0.42,0.2916,0.6315,-0.5132,0.2539
TCGA-D8-A1XA-01,-0.7304,0.8251,-0.5746,-1.4453,-0.1068,1.0163,-0.4675,-0.0318,0.7874,-0.0815,1.2087
TCGA-D8-A1XB-01,0.1769,0.7742,-0.7084,-0.2079,-0.2328,0.7247,-0.4985,-0.113,1.3285,-0.7611,1.5237
TCGA-D8-A1XC-01,0.8037,1.4307,-1.1711,-1.073,-0.9729,1.3429,-0.2036,-0.716,-2.3407,-2.08,1.2503
TCGA-D8-A1XD-01,-1.5494,1.0596,-0.3468,0.0986,0.216,0.419,-0.0611,0.2212,1.229,-0.4317,0.9226
TCGA-D8-A1XF-01,2.1788,1.6042,0.6683,0.331,0.0014,0.5816,-0.2823,0.7408,-0.8283,2.095,-0.9083
TCGA-D8-A1XG-01,0.6298,1.3143,-0.9423,-0.8531,-1.0179,1.0925,0.3047,0.135,0.0411,-1.5179,1.2339
TCGA-D8-A1XJ-01,-1.1222,-2.2486,0.4752,0.7882,3.2319,0.4895,2.7513,1.2736,0.4913,0.7285,-0.8077
TCGA-D8-A1XK-01,0.6689,-2.1487,2.3207,2.0116,-1.1449,-2.3438,-1.1957,2.0712,-2.798,0.9613,-1.9995
TCGA-D8-A1XL-01,0.602,0.0592,1.0248,0.2057,0.6294,-0.281,0.806,0.1479,0.8084,0.9174,0.3558
TCGA-D8-A1XM-01,-0.3906,0.5325,0.1392,-0.1753,0.4188,0.3809,-0.2293,0.5708,0.5804,-0.4227,1.2311
TCGA-D8-A1XO-01,-0.3989,0.9156,-0.9872,-0.8356,-0.1924,0.8791,-0.3842,-0.4553,0.4582,-1.7215,0.2833
TCGA-D8-A1XQ-01,-0.3176,-2.0169,0.4188,-0.315,-0.8343,-1.9862,0.1114,0.7717,0.3691,0.9421,-1.315
TCGA-D8-A1XR-01,1.3908,0.5838,-0.1487,0.4226,-0.3911,0.5654,-0.377,0.5048,0.3709,-0.8417,1.2506
TCGA-D8-A1XS-01,-0.1448,-0.068,0.3856,0.4744,0.44,0.5812,0.366,0.6359,0.9888,0.514,0.8786
TCGA-D8-A1XT-01,-1.5518,-1.6693,0.3868,-0.2146,2.7424,-1.7592,2.6916,0.9068,1.0026,0.5547,-1.0825
TCGA-D8-A1XU-01,-0.5597,0.1329,-1.492,-0.4822,-0.638,0.9407,-1.1201,-0.9613,-0.4541,-0.8114,0.407
TCGA-D8-A1XV-01,1.0579,0.8719,-0.6192,-0.4516,-1.2348,1.2008,-0.5419,-0.639,-1.4943,-2.8267,1.2734
TCGA-D8-A1XW-01,0.0738,0.314,-0.8834,-1.2849,-0.6606,-1.7333,-0.5757,-0.1584,-0.8156,-0.9045,-1.1322
TCGA-D8-A1XY-01,0.4937,0.4755,-1.7955,-1.7218,0.0716,0.539,-0.2995,-1.7557,0.9388,-1.3422,1.2947
TCGA-D8-A1XZ-01,0.2793,0.9286,-0.2661,0.349,-0.9311,0.0986,-0.7603,-0.0948,0.2254,0.13,-0.8632
TCGA-D8-A1Y0-01,-0.6069,0.7855,0.1024,1.1645,-0.5683,0.7009,-0.5764,1.0537,0.5695,0.672,1.0265
TCGA-D8-A1Y1-01,0.1463,0.3466,-0.1408,1.072,-0.2924,0.5185,0.1576,0.6711,1.2085,0.6136,1.21
TCGA-D8-A1Y2-01,-0.2056,0.6249,-0.049,0.4136,0.0341,0.5369,-0.1018,-0.2642,0.8779,0.2044,-0.5226
TCGA-D8-A1Y3-01,0.8417,-2.1378,1.7258,1.7694,-0.2601,0.1409,-0.3448,0.4957,0.57,1.6556,0.2188
TCGA-D8-A27E-01,0.9074,1.5906,-2.3885,-1.6882,-0.3556,1.2419,-0.8789,-1.7343,-0.9505,-2.2185,-0.5665
TCGA-D8-A27F-01,-0.1371,-1.3377,1.6774,1.0015,-0.7169,-2.0871,-0.3045,1.5309,-1.9037,1.3045,-1.1614
TCGA-D8-A27G-01,0.2561,0.4157,-0.5116,-0.182,0.8384,0.2219,0.3251,-0.0006,1.2463,0.1885,-0.8608
TCGA-D8-A27H-01,-1.2698,-1.8771,0.777,-0.5445,-0.595,-2.0319,-0.2012,1.2736,1.2387,0.7181,-1.0717
TCGA-D8-A27I-01,-0.382,0.5442,-0.977,-0.2701,-0.2938,0.5404,-0.4705,-0.7499,-0.3878,-0.6146,0.6749
TCGA-D8-A27K-01,0.3219,0.978,-1.288,-1.1142,0.2934,0.4786,0.0174,-0.8062,-0.5496,-1.2837,0.9685
TCGA-D8-A27L-01,-0.184,0.7084,-1.2192,-0.8606,-0.2092,0.459,-0.2719,-0.637,0.9196,-1.086,1.3274
TCGA-D8-A27M-01,-0.6825,-0.631,0.6194,-0.3637,-1.1994,-1.2567,-0.8692,1.2084,1.1712,0.0562,-0.9439
TCGA-D8-A27N-01,-0.7534,0.3754,1.2216,0.3146,1.7723,-0.1136,1.6974,0.1117,1.5291,0.0742,-0.6356
TCGA-D8-A27P-01,0.2034,0.5892,-1.0345,-1.01,0.3104,-0.0468,-0.0676,-0.6104,-0.0485,-1.2126,0.6477
TCGA-D8-A27R-01,-0.915,-1.1612,0.8605,0.4743,-0.0032,0.2565,-0.096,0.3062,0.3237,1.0831,0.0113
TCGA-D8-A27T-01,0.0281,0.5319,-1.3205,-0.0469,0.1986,0.8321,0.2001,-0.0473,1.1343,-0.4777,1.1812
TCGA-D8-A27V-01,0.7846,0.765,-1.3715,-0.5006,-0.5041,0.8015,-0.6268,-0.7542,-1.2562,-1.664,0.3339
TCGA-D8-A27W-01,-0.3285,1.0083,0.8053,1.0177,0.2434,0.4428,0.1911,0.72,0.0651,0.8196,-0.4361
TCGA-D8-A3Z5-01,0.0925,0.2645,-1.542,-1.7889,0.6727,0.3173,0.936,-1.6959,-2.691,-1.1852,0.9143
TCGA-D8-A3Z6-01,0.106,-0.3574,-1.2618,-1.7294,-0.0018,0.253,-0.4837,-1.0965,0.6587,-0.7395,1.0043
TCGA-D8-A4Z1-01,-0.568,0.3814,-1.4574,-1.5077,0.2437,-0.0846,0.3794,-1.5742,-1.0366,-1.6572,0.8206
TCGA-D8-A73U-01,1.03,-0.1205,-2.1166,-2.2981,-0.7293,0.2123,-1.0606,-1.3923,0.4601,-1.5104,0.813
TCGA-D8-A73W-01,0.4703,0.7014,-0.4903,-1.3755,-0.2722,0.552,-0.2864,-0.4107,-0.3448,-1.3564,-1.2371
TCGA-D8-A73X-01,-0.3644,0.3243,-1.2064,-0.7277,-0.1189,0.7594,0.0833,-1.0535,0.0196,-1.3914,1.4277
TCGA-E2-A105-01,-0.2806,2.0634,0.8136,0.3338,0.1661,1.0808,0.7227,0.1005,0.7994,0.0573,0.2278
TCGA-E2-A106-01,0.4623,1.3423,-0.6029,-0.8151,0.1076,0.703,0.2993,-0.8942,-0.6984,-0.194,0.7038
TCGA-E2-A107-01,-0.0155,-0.3641,0.8477,1.1828,0.4391,0.5819,0.2205,0.5195,-0.1698,0.2251,-0.748
TCGA-E2-A108-01,-1.0378,-0.0525,-0.5732,-0.5295,-1.0237,-0.0052,-0.9448,-0.1824,-0.62,0.088,0.2419
TCGA-E2-A109-01,-1.0589,0.0595,1.544,1.1442,0.2903,0.7378,0.1807,1.389,0.3996,1.1348,-1.1609
TCGA-E2-A10A-01,1.1022,1.0031,0.1262,0.3536,-0.3246,0.666,-0.1614,0.8156,0.2543,-0.4497,0.7303
TCGA-E2-A10B-01,0.0634,0.7268,-0.6144,0.7025,-0.4376,0.8449,-0.6495,-0.0469,0.0039,-0.0948,0.4949
TCGA-E2-A10C-01,-0.0928,-1.1664,0.975,0.1715,-0.07,0.6946,-0.5158,-0.4114,-1.7068,0.4002,-1.1907
TCGA-E2-A10E-01,-0.2786,-0.0063,-0.4693,-0.2684,0.0813,1.0672,-0.2132,0.0539,0.9089,-0.3726,0.0197
TCGA-E2-A10F-01,-0.112,0.4554,-0.1225,-0.6279,-0.2523,0.3639,-0.7222,-0.0651,1.0915,-0.5503,1.681
TCGA-E2-A14N-01,0.1281,-1.1629,1.4469,1.3781,-1.8587,-2.1282,-1.29,1.6537,-1.474,0.9332,-0.9578
TCGA-E2-A14O-01,-0.1544,-0.4138,0.5912,1.036,-0.1168,0.8579,-0.3896,0.0588,0.9264,0.585,1.3146
TCGA-E2-A14P-01,-1.5706,-1.6304,0.3008,1.1839,3.007,-1.8003,3.4089,0.9166,-0.3348,1.5441,-1.1037
TCGA-E2-A14Q-01,0.2543,0.6005,-0.1135,-0.3147,-0.4482,1.0368,-0.7485,-0.2579,-0.1742,-0.4726,0.975
TCGA-E2-A14R-01,0.209,-1.519,1.0042,0.9971,-0.5425,-2.191,-0.0492,0.6077,-1.307,0.6993,-2.0306
TCGA-E2-A14S-01,-0.3046,0.8584,0.1258,1.44,-0.1967,1.0167,-0.5934,-0.3082,-0.9374,0.5506,0.4125
TCGA-E2-A14T-01,0.2771,0.9236,-0.4402,0.2532,0.1735,0.7095,0.2384,0.1365,-0.5649,-0.0628,-0.5108
TCGA-E2-A14U-01,0.3459,0.5462,-2.7381,-2.2723,0.5607,0.6472,0.7609,-3.443,-2.795,-2.6658,1.0257
TCGA-E2-A14V-01,0.3177,-0.2708,0.426,1.788,2.1676,0.012,3.0753,1.7405,0.4353,1.4388,0.5841
TCGA-E2-A14W-01,-1.2769,1.1057,1.7701,1.098,-0.0445,0.6358,-0.5526,-0.5404,0.4563,-0.0426,0.9135
TCGA-E2-A14X-01,0.7499,-0.1575,-0.0739,0.6342,-0.6645,-1.1658,-0.1413,0.6025,-0.7122,0.5544,-1.1073
TCGA-E2-A14Y-01,2.0656,-1.8659,1.2037,2.5424,2.4996,-1.2841,2.2952,1.3662,-1.0068,0.9655,-1.6637
TCGA-E2-A14Z-01,-1.2402,-0.4019,-0.3999,2.5022,-0.5843,0.4521,-0.8714,0.4036,0.652,0.3977,0.9487
TCGA-E2-A150-01,-1.4118,-1.1454,0.1284,0.2629,-0.8016,-1.8662,-0.6354,0.0635,0.0179,0.8898,-1.2569
TCGA-E2-A152-01,-1.1927,-0.7608,-0.6624,0.2966,3.3564,-0.8744,3.6216,0.1612,1.6267,0.0854,-0.9481
TCGA-E2-A153-01,0.1645,0.4455,-1.0899,-1.587,0.1978,0.1539,0.5404,-0.9705,1.4516,-1.095,1.0024
TCGA-E2-A154-01,1.2931,-0.1268,-0.21,-0.2249,0.0088,0.8987,-0.1832,0.3356,-0.0478,-0.3233,1.5552
TCGA-E2-A155-01,1.4258,0.7507,0.4417,-0.495,0.5955,0.9254,0.4926,1.0862,-0.8529,-0.2838,-0.9525
TCGA-E2-A156-01,0.6676,1.2351,-0.5564,-1.0587,0.2237,1.1547,-0.1097,-0.3304,-1.0287,-1.5521,1.5362
TCGA-E2-A158-01,0.3716,0.2475,0.1829,-0.4884,-0.4965,-2.8935,0.0538,-0.2594,-1.7831,-0.0268,-2.0092
TCGA-E2-A159-01,-1.1208,-1.3514,0.4218,0.4625,-0.7404,-1.224,-0.1345,0.8387,0.3355,1.3884,-1.2357
TCGA-E2-A15A-01,-0.7,-0.0176,0.418,0.2502,0.0506,0.2833,-0.3363,0.9983,0.6097,0.9881,0.3324
TCGA-E2-A15C-01,0.3687,1.1986,-1.6076,-1.4016,0.3267,0.8364,0.4324,-0.8597,0.4596,-1.5088,1.3157
TCGA-E2-A15D-01,1.5162,1.313,-1.6548,-1.7535,0.1272,0.2733,-0.1527,-1.5913,-0.8536,-1.627,1.1221
TCGA-E2-A15E-01,-0.921,0.6079,-0.2655,-0.0097,0.9115,-0.0216,0.1745,-0.3946,0.3995,0.3073,1.0414
TCGA-E2-A15F-01,-0.6969,0.8661,-0.0666,0.5171,-0.1778,1.0053,-0.4164,0.312,-1.8013,-0.2188,1.3221
TCGA-E2-A15G-01,-0.3144,0.7912,-1.3919,-1.0873,-0.0185,0.9304,-0.1367,-0.8043,-0.339,-1.333,1.5231
TCGA-E2-A15H-01,1.7001,0.4389,0.6645,0.6399,2.0308,0.1917,2.0493,0.6541,0.8262,0.7555,0.3574
TCGA-E2-A15I-01,-0.8961,0.8178,-3.1015,-2.0129,0.1128,0.6571,-0.6122,-2.0714,-0.7391,-2.3423,0.8934
TCGA-E2-A15J-01,1.147,1.1926,-0.3803,-0.1827,0.1947,0.1403,0.2811,-0.0968,-0.2081,-0.6662,0.5597
TCGA-E2-A15K-01,-0.3702,0.5546,0.4431,0.329,0.0191,0.6832,-0.1951,0.6301,0.5586,0.5721,-0.5746
TCGA-E2-A15L-01,-0.3101,0.1477,-0.0912,1.0602,-0.1004,0.6363,-0.4368,0.5025,1.2813,-0.6025,0.8478
TCGA-E2-A15M-01,-0.6214,0.4888,0.0355,1.3282,0.2059,0.5052,-0.4068,0.7757,-0.6565,0.0916,0.6318
TCGA-E2-A15O-01,0.1761,0.9196,0.1475,0.1931,-0.372,0.8233,-0.2757,0.4073,0.076,0.7942,0.8659
TCGA-E2-A15P-01,1.0682,1.0751,-1.3094,-1.248,0.4515,0.7543,-0.0558,-1.4345,-0.6299,-1.2622,-0.1775
TCGA-E2-A15R-01,0.2883,0.392,0.0433,-0.0006,-0.0188,0.9754,0.1834,0.0579,0.5135,0.245,-0.1827
TCGA-E2-A15S-01,2.2555,1.4615,1.3648,0.8878,-0.0398,0.5995,0.2073,0.5334,-0.7535,0.4113,-1.034
TCGA-E2-A15T-01,0.8888,0.9516,0.4055,0.4512,0.2378,1.0576,0.3386,0.8064,-1.498,-0.2646,-0.3338
TCGA-E2-A1AZ-01,-0.722,-0.4348,0.929,1.6118,-0.5761,-1.4428,-0.7837,1.884,0.1972,0.953,-0.6114
TCGA-E2-A1B0-01,-0.3355,-1.3163,0.3542,0.7093,2.5856,-2.0875,2.722,1.2462,-0.1181,1.0124,-0.781
TCGA-E2-A1B1-01,0.2148,0.3628,0.5072,-0.4156,1.1099,-0.5306,1.0409,0.3249,0.1063,-0.5543,0.1596
TCGA-E2-A1B4-01,0.431,0.8999,-1.642,-1.0188,0.2942,0.9283,0.3037,-2.0273,0.3327,-2.2719,1.0943
TCGA-E2-A1B5-01,0.2619,0.6378,-0.5013,-0.5299,-1.5671,-0.4902,-1.3705,-0.8592,-0.1708,-0.7826,-0.5638
TCGA-E2-A1B6-01,0.9294,0.0441,1.1926,0.6565,-0.9721,-1.6017,-1.2624,0.2826,-0.7105,1.2679,-0.4467
TCGA-E2-A1BC-01,-0.3554,0.5093,-2.823,-1.9839,0.106,0.3526,-0.6134,-2.3882,0.6477,-2.6108,0.8556
TCGA-E2-A1BD-01,-0.2576,0.228,-0.2764,0.0912,-0.2732,0.6601,0.1811,-0.3411,0.0789,-0.4776,1.1267
TCGA-E2-A1IE-01,1.0016,1.3985,0.4605,0.1874,0.1672,0.7647,-0.0844,-0.3861,-0.2113,-0.503,0.1895
TCGA-E2-A1IF-01,0.8019,-0.1974,0.2671,-0.263,-0.4229,0.5564,-0.0567,-0.4106,0.7706,-0.1173,0.2821
TCGA-E2-A1IG-01,-0.6107,1.1564,-0.0783,-0.7317,0.0718,0.4328,0.4353,-0.1376,1.1368,0.4508,0.0683
TCGA-E2-A1IH-01,0.7203,0.4111,-0.2224,-0.1039,-0.2916,0.4161,-0.399,0.0529,0.3747,-0.3152,0.4958
TCGA-E2-A1II-01,-0.565,-0.1146,0.1971,0.7762,-1.4048,-2.1269,-1.4051,1.3011,-2.4373,0.8431,-0.9722
TCGA-E2-A1IJ-01,-0.6537,0.1394,-0.9673,-1.7028,0.3402,0.4458,0.0781,-0.9782,0.5756,-1.1388,1.128
TCGA-E2-A1IK-01,0.2206,1.0229,-0.4962,-0.3659,-1.5496,1.0436,-0.7863,-1.0844,-1.6925,-1.0986,0.8348
TCGA-E2-A1IL-01,-0.3722,0.5031,-1.2797,-1.7663,0.214,0.7734,-0.579,-0.7227,0.2422,-1.1619,0.2869
TCGA-E2-A1IN-01,-0.5949,0.3284,-0.7876,-0.018,-0.3097,0.8207,-0.422,-1.3817,1.3638,-0.5707,1.205
TCGA-E2-A1IO-01,-1.0591,0.5642,-0.8945,-1.7304,0.1186,0.2412,-0.074,-0.313,1.1057,-0.5272,0.6861
TCGA-E2-A1IU-01,1.8996,1.2447,-0.7916,-0.702,0.2807,0.9686,-0.1123,-0.8604,-0.6893,-0.9291,0.9682
TCGA-E2-A1L6-01,0.1258,0.9219,-0.718,-1.2961,-0.2828,0.3554,-0.4855,-0.1894,-0.6879,-0.5947,1.4699
TCGA-E2-A1L7-01,-0.145,1.1644,1.2068,1.1466,-1.3829,0.3692,-0.2091,1.3264,0.5326,0.699,1.1013
TCGA-E2-A1L8-01,0.2886,1.3559,-0.8577,-0.3841,-0.2958,0.566,-0.0646,-0.9277,0.8368,-1.114,1.0481
TCGA-E2-A1L9-01,0.7835,0.3096,-0.6049,-0.1753,-0.4304,0.5232,-0.9417,-0.5983,1.4279,-0.4133,0.6484
TCGA-E2-A1LA-01,1.5636,0.9669,1.1127,0.5457,0.2623,0.5714,0.0529,0.2751,1.4564,0.2604,-0.3451
TCGA-E2-A1LB-01,-1.8528,-2.4891,-0.3188,-0.2027,3.289,-1.7316,2.7792,-0.2124,0.3942,-0.4039,-1.1886
TCGA-E2-A1LE-01,-0.9947,-0.921,0.3703,0.5873,3.021,-1.67,2.8344,0.1562,0.5815,0.4118,-1.1697
TCGA-E2-A1LG-01,2.0617,-1.1158,0.5884,1.9123,0.1831,-2.7342,0.4086,0.9518,-2.2478,0.0314,-2.2456
TCGA-E2-A1LH-01,-0.8563,-1.31,1.0845,0.6193,-0.4676,-1.6145,0.3955,0.1545,0.089,0.8657,-1.4149
TCGA-E2-A1LI-01,-0.6654,-0.9898,0.9761,1.2688,-0.3641,-1.6327,0.562,0.7864,-2.055,1.2982,-1.6038
TCGA-E2-A1LK-01,-1.7415,-2.8863,0.6282,0.5424,-0.0354,-1.5261,-0.0043,0.1265,-1.9713,0.3007,-2.2096
TCGA-E2-A1LL-01,-0.6583,-2.0036,0.9409,1.6091,-1.0999,-0.9387,-0.173,1.5396,-1.5436,1.5845,-0.4925
TCGA-E2-A1LS-01,-0.707,0.5438,-1.1022,-0.7184,-1.6012,-1.8041,-0.5579,-1.0263,-1.954,0.0451,-0.9402
TCGA-E2-A2P5-01,0.6359,0.46,0.4105,1.1381,-0.6014,0.3885,-0.4977,0.8864,0.7501,0.6994,0.8282
TCGA-E2-A2P6-01,1.9966,0.2938,0.4659,0.0661,0.2603,0.8927,0.1732,0.1552,0.3902,-0.3604,-0.7683
TCGA-E2-A3DX-01,0.9209,1.0358,-1.5924,-2.0217,1.1104,0.378,0.5914,-0.961,-0.8677,-0.8207,1.0301
TCGA-E2-A56Z-01,1.445,0.5755,0.4738,0.5335,-0.2464,0.8778,0.356,-0.5892,0.1559,-0.02,-0.0781
TCGA-E2-A570-01,0.5343,0.3017,-0.012,-0.1105,-0.0128,0.3398,-0.4465,-0.8198,0.714,0.0115,0.9844
TCGA-E2-A572-01,3.039,0.7779,0.1117,-1.2486,0.1613,0.0195,0.603,-2.0515,-1.1429,-1.5548,-0.4309
TCGA-E2-A573-01,-1.0198,-1.8439,1.054,0.8668,-0.9847,-2.0632,-0.0261,0.6019,-0.7177,2.0513,-1.3866
TCGA-E2-A574-01,0.4485,-3.2968,1.5734,1.4194,-0.6734,-2.6742,-0.0935,-0.4915,-2.2583,1.0051,-1.918
TCGA-E2-A576-01,1.7155,0.4802,1.1236,0.7506,0.4511,0.702,0.9799,-0.0421,1.1171,1.2194,0.4975
TCGA-E2-A9RU-01,1.031,-1.8754,1.6273,1.4823,-0.3235,0.225,0.0579,0.4985,1.7296,1.4278,-0.5679
TCGA-E9-A1N3-01,3.6248,1.4398,-0.2337,-0.2305,-0.196,1.115,-0.8315,-0.0468,-0.8406,-1.0335,0.2544
TCGA-E9-A1N4-01,0.2248,0.0508,-0.5161,-0.3187,-0.7287,-0.0432,-1.0937,0.3578,-1.0243,-0.7217,1.1676
TCGA-E9-A1N5-01,1.1478,0.9201,0.2892,0.1188,-0.8951,0.345,-1.3189,0.6475,1.0789,0.4147,1.1391
TCGA-E9-A1N6-01,-0.7541,-1.3227,1.1283,1.5601,0.5573,0.485,0.6704,1.223,1.6128,1.2015,0.6889
TCGA-E9-A1N8-01,-1.1558,1.0227,0.4795,-0.0396,-1.1274,-2.7177,0.111,1.1226,-0.635,0.53,-1.7559
TCGA-E9-A1N9-01,-1.4525,0.1878,0.1714,0.9848,-0.7184,0.7998,-0.3848,1.3634,-0.2815,1.0203,-0.5134
TCGA-E9-A1NA-01,-0.63,0.2282,-0.2009,0.2713,-0.631,0.5213,-0.9242,0.2714,1.5556,0.2972,-0.8738
TCGA-E9-A1NC-01,0.3735,-1.4112,0.937,0.0308,-0.7397,-2.0636,-0.2935,-0.4594,1.4679,0.03,-1.2727
TCGA-E9-A1ND-01,-0.9761,-1.5138,0.7451,0.5911,-1.0787,-1.0559,-1.0515,0.8449,0.3765,0.9882,-1.4515
TCGA-E9-A1NE-01,-0.4693,1.0072,0.6465,0.1635,-0.579,0.1712,-0.8249,0.0048,-0.084,0.3404,0.0533
TCGA-E9-A1NF-01,-0.9327,-0.7249,-0.3649,-0.5232,-0.5873,0.7759,-0.9567,-0.2692,2.0779,0.0687,-0.2283
TCGA-E9-A1NG-01,-0.3342,-0.0906,-1.154,-1.2308,-0.4902,-0.0752,-0.5834,-0.6555,1.8659,-1.2219,0.4289
TCGA-E9-A1NH-01,1.1185,0.1109,-1.6451,-1.2923,0.0099,0.764,-0.7127,-1.2718,1.6472,-1.251,-0.0067
TCGA-E9-A1NI-01,-0.4988,0.4988,0.6531,0.9075,-0.179,0.8189,-0.6932,0.149,1.4715,0.5427,0.2924
TCGA-E9-A1QZ-01,-0.1703,0.7842,0.555,0.1972,-0.1015,0.5159,-0.0211,-0.1556,-1.2095,0.1505,0.6161
TCGA-E9-A1R0-01,1.0698,1.0942,-0.1648,-0.0155,0.0475,0.4413,-0.2204,-0.0965,0.3662,-1.0152,1.4617
TCGA-E9-A1R2-01,-1.6919,1.4496,-0.2573,-0.1442,0.4102,0.5186,0.2208,-0.6887,0.5909,-0.0514,-1.1101
TCGA-E9-A1R3-01,2.1004,0.9832,-4.2158,-2.8807,-0.5813,0.1905,-0.234,-5.0277,1.5743,-4.6108,0.4102
TCGA-E9-A1R4-01,0.2652,0.8604,-0.1058,0.0148,-0.4576,0.4976,-0.8654,0.5023,0.0777,0.0077,0.825
TCGA-E9-A1R5-01,0.2749,-0.1065,-0.9689,-0.7332,0.2763,0.6939,-0.4485,-0.7824,1.1406,-1.176,1.1159
TCGA-E9-A1R6-01,-0.6819,1.4506,0.061,0.2206,0.5626,1.1191,0.126,-0.1177,0.7492,0.4272,1.062
TCGA-E9-A1R7-01,-0.9245,0.6185,0.0435,0.3596,-0.0127,1.2834,-1.0621,0.3693,-0.3318,-0.1807,-0.0998
TCGA-E9-A1RA-01,0.7048,0.8656,-0.8844,-0.232,-0.2185,0.3754,-0.3832,-0.2366,0.2641,-0.2541,1.0285
TCGA-E9-A1RB-01,-1.1672,-0.8035,1.2551,1.2892,-1.3394,0.3497,-1.053,1.1159,0.499,1.6452,0.7144
TCGA-E9-A1RC-01,0.6818,-0.2317,-0.5466,0.1491,-0.3335,1.0391,-0.3826,0.3111,0.6468,-0.0957,1.0572
TCGA-E9-A1RD-01,-0.2504,1.0655,-0.5778,-0.1345,-0.2418,1.1022,-0.7992,-0.308,-0.0253,-1.0235,1.2449
TCGA-E9-A1RE-01,-0.8495,-0.3826,-0.0314,0.2516,0.3659,1.0906,0.154,0.5604,0.6601,0.4944,0.6093
TCGA-E9-A1RF-01,-0.1425,0.0087,0.0913,-0.0142,0.3131,0.4612,0.4354,-0.1068,1.6815,0.4101,-0.4807
TCGA-E9-A1RG-01,0.2546,-1.0049,0.9718,0.9887,-0.0068,0.6824,0.2841,-0.0556,1.7066,1.2672,0.6322
TCGA-E9-A1RH-01,-2.4067,-2.5247,1.3163,0.4297,-0.7611,-1.5716,-0.9026,0.555,0.5891,1.852,-1.037
TCGA-E9-A1RI-01,-0.2039,0.5305,-1.0631,-1.0657,0.3426,0.0849,-0.0973,-1.1145,0.74,-1.3298,0.0567
TCGA-E9-A226-01,-0.5965,0.2512,0.3888,0.388,-0.8834,0.5166,-1.8196,0.186,1.129,0.4367,1.0081
TCGA-E9-A227-01,1.64,0.5044,-0.5744,-0.5072,-0.5142,0.3918,-1.1701,-0.4866,0.3898,-0.8558,0.8859
TCGA-E9-A228-01,1.4841,1.8069,0.2528,1.0858,1.2941,1.0082,1.264,1.4661,-0.3535,0.6838,-1.1688
TCGA-E9-A229-01,-0.4782,0.6055,-0.3462,-0.053,-0.191,0.0976,-0.7369,0.313,1.0676,0.0552,1.086
TCGA-E9-A22A-01,-0.915,-0.6115,0.6529,0.1222,-1.1938,-0.0296,-1.9916,0.8917,0.9609,0.5256,-0.5733
TCGA-E9-A22B-01,-0.1338,1.0594,0.2536,0.4522,-0.2539,0.619,-0.3176,-0.7722,0.2473,-0.4831,-0.8269
TCGA-E9-A22D-01,0.3788,0.7222,0.6383,0.8673,1.4632,0.2595,1.5888,0.6314,0.2877,0.7987,0.1117
TCGA-E9-A22E-01,-0.6606,-0.3628,-0.1103,-0.4544,-1.3628,0.4994,-2.4725,-0.605,1.8903,-0.2612,-0.2657
TCGA-E9-A22G-01,0.0426,0.7643,1.9734,1.6481,-0.918,-1.4966,-1.1542,2.0204,-1.6856,0.8801,-1.84
TCGA-E9-A22H-01,-0.3046,0.6197,0.2777,0.76,-0.3771,0.7632,-1.2293,0.8801,-0.5748,-0.1012,1.3791
TCGA-E9-A243-01,0.8256,-0.1712,0.5648,0.4901,-1.6183,-1.2441,-1.8641,1.1803,-1.95,0.1638,-1.1231
TCGA-E9-A244-01,0.7009,-0.3617,1.145,0.8557,-0.3815,-1.7005,0.3223,0.2738,0.2433,0.7828,-1.2203
TCGA-E9-A245-01,1.5869,1.3112,-0.6169,-0.0351,-0.244,0.3468,-0.1779,-0.3275,-0.6064,-1.5961,1.0159
TCGA-E9-A247-01,-0.2423,0.6111,0.6285,0.242,0.0255,1.137,-0.037,-0.6234,0.7867,1.3036,1.2487
TCGA-E9-A248-01,-0.6261,-0.7791,0.8658,1.9706,-0.4529,-1.1555,0.2475,1.1056,-1.0798,1.1833,-1.2192
TCGA-E9-A249-01,1.509,0.9068,0.0299,1.005,0.118,0.5925,-0.0682,0.2296,0.0932,0.0649,1.6289
TCGA-E9-A24A-01,1.2341,0.8374,-0.8794,-0.8219,-0.6699,1.0637,-0.7047,-0.2468,0.9279,-1.3629,1.0716
TCGA-E9-A295-01,0.6306,-0.1529,-0.2067,-0.0276,-0.1248,0.1698,-0.2258,-0.4749,0.5061,-0.0406,0.6044
